standar,complexity,modality,TIPO DE TRANSPORTE,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,OBSERVACIONES DEL CUMPLIMIENTO,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.5,• Aspirador nasal manual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.6,• Glucómetro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.7,• Torniquetes para el control de hemorragias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.8,• Camilla principal con sistema de anclaje y cinturones de seguridad o correas para asegurar el paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.9,• Camilla secundaria para inmovilización espinal y correas para asegurar el paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.10,• Tabla espinal corta o chaleco de extracción vehicular.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.11,• Atril portasuero de dos ganchos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.12,"• Silla de ruedas portátil, liviana y plegable, con una capacidad de carga de mínimo 120 kg. Deberá tener mínimo dos cinturones de sujeción para el paciente y para su transporte al interior de la ambulancia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.13,• Pinzas de Magill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.14,• Tijeras de material o cortatodo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.15,• Riñonera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.16,• Pato para mujeres.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.17,• Pato para hombres.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.18,• Lámpara de mano (linterna) con baterías de repuesto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.19,• Manta térmica aluminizada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.20,• Oxígeno medicinal con capacidad total de almacenamiento de mínimo tres (3) metros cúbicos permanentes disponibles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.21,• Oxígeno medicinal portátil de mínimo 0.5 metros cúbicos para permitir el desplazamiento de las camillas manteniendo el suministro de oxígeno medicinal al paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.22,"• Conjunto para inmovilización que cuenta con inmovilizadores cervicales graduables, adulto (2) y pediátrico (2), inmovilizadores laterales de cabeza, inmovilizadores para extremidades superiores e inferiores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.23,• Resucitador pulmonar manual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.24,• Los equipos biomédicos deben contar con sistema de fijación específico al vehículo sin detrimento de su operación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.25,• Monitor de signos vitales con accesorios adultos y pediátricos que cuenta como mínimo con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.25.1,• Trazado electrocardiográfico si no está incorporado en el desfibrilador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.25.2,• Presión no invasiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,31,31.25.3,• Saturación de oxígeno que puede estar integrado en el monitor o externo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,,Cumple con los criterios definidos para la baja complejidad y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.1,"• Desfibrilador bifásico con capacidad de realizar cardioversión sincrónica y marcapasos transcutáneo, baterías mínimas para 4 horas con paletas (adulto y pediátrico). No requiere el desfibrilador definido en baja complejidad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2,"• Ventilador para traslado, de acuerdo con la edad del paciente (adulto y pediátrico) que cuenta con las siguientes especificaciones:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.1,• Dos modos de volumen y modos de presión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.2,• Batería mínimo para 4 horas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.3,• Fracción inspirada de oxígeno -fio2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.4,• Indicación de volumen corriente y minuto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.5,• Indicación de presión máxima y plateu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.6,"• Presión positiva al final de la espiración - PEEP, frecuencia respiratoria máxima de la máquina y del paciente (respiración espontánea)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.7,"• Alarmas auditivas y visuales de presión, volumen, apnea, presión de aire, oxígeno medicinal y batería baja.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.8,"• Sistema de conexión rápida al oxígeno medicinal y al aire medicinal, la conexión al aire medicinal podrá ser reemplazado por turbina integrada al equipo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.2.9,"• Modos de control, asistido/control y presión positiva continua en la vía aérea - CPAP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.3,"• Equipo de órganos de los sentidos, con baterías de repuesto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.4,"• Dos bombas de infusión o una con dos canales, con batería mínimo para 4 horas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.5,• Medidor de pico flujo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,32,32.6,"• Laringoscopio con hojas rectas y curvas neonatales, pediátricas y adulto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,33,,"Para traslado neonatal, cumple con lo anterior y adicionalmente cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,33,33.1,• Incubadora pediátrica portátil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,33,33.2,"• Adicional a lo exigido para el ventilador mecánico de transporte adulto / pediátrico, el ventilador neonatal cuenta con control de flujo y tiempo inspiratorio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,34,,"Adicional a lo establecido para transporte terrestre, marítimo y fluvial en mediana complejidad, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,34,34.1,"• La capacidad de almacenamiento del sistema de oxígeno medicinal permite su suministro al paciente durante el trayecto desde el origen al destino, contemplando además contingencias por espera y cierre de aeropuertos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,34,34.2,• Camilla del paciente que cuenta con cinturones de seguridad y está debidamente asegurada a la estructura de la aeronave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,34,34.3,"• Los equipos biomédicos están certificados para transporte aéreo por parte del fabricante de tal manera que se garantice su funcionamiento bajo cualquier condición de vuelo y en especial, ante cambios de presión barométrica, vibración, turbulencia y temperaturas extremas, aceleración y desaceleración y no afecten los sistemas de radio y de navegación de la aeronave cuando estén en uso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,34,34.4,• Los equipos biomédicos cuentan con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,34,34.4.1,• Certificados EMI: interferencia electromagnética.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,34,34.4.2,• Certificado de prueba de interferencia de radio frecuencia (RFI).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA Y MEDIANA,Modalidad de telemedicina prestador de referencia,Ambulancias aéreas,11.6.2,35,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,36,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente el prestador define los medicamentos, dispositivos médicos e insumos requeridos de acuerdo con lo documentado en el estándar de procesos prioritarios.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,37,,Cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,37,37.1,• Oxígeno medicinal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,37,37.2,• Aditamento supraglótico de varias tallas adulto y pediátrico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,38,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con convenio o contrato escrito vigente con un banco de sangre, certificado por la autoridad competente para el suministro de componentes sanguíneos y la realización de pruebas transfusionales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,39,,"Cumple con los criterios definidos para ambulancias terrestres, fluviales y marítimas en la baja complejidad y adicionalmente cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales y marítimas",11.6.2,39,39.1,"• Los medicamentos, dispositivos médicos e insumos definidos por el prestador de servicios de salud de acuerdo con la morbilidad, riesgos de complicaciones más frecuentes y lo documentado para el procedimiento de reanimación cardio cerebro pulmonar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,40,,"Adicional a lo establecido para transporte terrestre, marítimo y fluvial en media complejidad:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,40,40.1,"• Los elementos acondicionados para el transporte de insumos y medicamentos (maletas, maletines, gabinetes, etc.) Son de material resistente, lisos, lavables, sin bordes agudos o filos cortantes con cierres seguros para evitar la apertura involuntaria y su sujeción a la aeronave está aprobada por la unidad administrativa especial de la aeronáutica civil – UAEAC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,Modalidades extramural y telemedicina - prestador remisor,Ambulancias aéreas,11.6.2,40,40.2,"• Los elementos acondicionados para el transporte de insumos y medicamentos (maletas, maletines, gabinetes, etc.), llevan el nombre correspondiente y los colores de identificación de acuerdo con su especialidad, así: azul: sistema respiratorio; rojo: sistema circulatorio; amarillo: pediátrico; verde: quirúrgico y accesorios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales, marítimas y aéreas",11.6.2,41,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales, marítimas y aéreas",11.6.2,41,41.1,• Manejo de urgencias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales, marítimas y aéreas",11.6.2,41,41.2,• Remisión que incluya traslado de niños y personas en abandono o sin acompañante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales, marítimas y aéreas",11.6.2,41,41.3,• Atención en salud de pacientes con problemas y trastornos en salud mental o consumo de sustancias psicoactivas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales, marítimas y aéreas",11.6.2,41,41.4,• Rutinas permanentes de mantenimiento preventivo y correctivo del vehículo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales, marítimas y aéreas",11.6.2,41,41.5,"• Aseo, limpieza y desinfección de la ambulancia, que incluya las rutinas para su realización.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,"Ambulancias terrestres, fluviales, marítimas y aéreas",11.6.2,41,41.6,"• Medicamentos, dispositivos médicos e insumos en los procedimientos que se realicen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,BAJA Y MEDIANA,Modalidad de telemedicina - prestador de referencia,"Ambulancias terrestres, fluviales, marítimas y aéreas",11.6.2,42,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1,• Registro con el nombre de los pacientes atendidos o trasladados con la siguiente información:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.1,• Nombre de los pacientes atendidos o trasladados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.2,• Nombre del acompañante o responsable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.3,• Fecha.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.4,• Hora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.5,• Origen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.6,• Destino del servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.7,• Tipo de servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.8,• Nombre del personal que atiende el servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor,,11.6.2,43,43.1.9,• Evolución y procedimientos durante el traslado o atención de los pacientes en el programa o servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,BAJA Y MEDIANA,Modalidad telemedicina - prestador de referencia,,11.6.2,44,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,BAJA Y MEDIANA,Modalidades extramural y telemedicina - prestador remisor- prestador de referencia,,11.6.2,45,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
